key;value;name;lat;lng;source_url;source_id
landuse;grass;;48.7059411;2.2108398;1732817960;osm
landuse;grass;;48.5481469;2.6484722;2020449140;osm
landuse;grass;;48.861293;2.3925427;2466703697;osm
landuse;grass;Square de la Charmoie;48.7908741;2.3657937;2569074893;osm
landuse;grass;;48.85247415;2.3057050500000003;16346545;osm
landuse;grass;Plaine des Quatre Statues ou Boulingrin;48.7731261;2.291799;19594673;osm
landuse;grass;;48.7723923;2.2874759;19594708;osm
landuse;grass;;48.3741584;2.8238614;19729122;osm
landuse;grass;;48.7736287;2.2955788;22564832;osm
landuse;grass;;48.77281925;2.2970720499999997;22564879;osm
landuse;grass;Bosquet Nord;48.769690100000005;2.29658245;22564884;osm
landuse;grass;Bosquet Nord;48.769950349999995;2.2957542;22564889;osm
landuse;grass;Bosquet Nord;48.7691414;2.2962305499999998;22564893;osm
landuse;grass;Bosquet Nord;48.76941295;2.29536365;22564898;osm
landuse;grass;Bosquet Sud;48.76602465;2.29743255;22565467;osm
landuse;grass;Bosquet Sud;48.765764399999995;2.29814925;22565469;osm
landuse;grass;Bosquet Sud;48.76524675;2.29787025;22565470;osm
landuse;grass;Bosquet Sud;48.7655268;2.29717935;22565471;osm
landuse;grass;Plaine de Châtenay;48.76754645;2.2957127;22565485;osm
landuse;grass;Plaine de l'Orangerie;48.772567;2.30281415;22565488;osm
landuse;grass;Plaine de la Patte d'Oie;48.764669649999995;2.3034793000000002;22565500;osm
landuse;grass;Plaine de la Pépinière;48.76998424999999;2.2927134000000002;22565517;osm
landuse;grass;Cour d'Honneur;48.7746756;2.30128105;22565537;osm
landuse;grass;Cour d'Honneur;48.77443545;2.3013688500000002;22565541;osm
landuse;grass;;48.83562975;2.2121062;22603866;osm
landuse;grass;;48.836269800000004;2.2141793;22603867;osm
landuse;grass;;48.83749395000001;2.21638495;22603876;osm
landuse;grass;;48.8368803;2.2162110000000004;22603877;osm
landuse;grass;;48.83721679999999;2.2172049;22603878;osm
landuse;grass;;48.8379221;2.2164770999999996;22603879;osm
landuse;grass;;48.837496800000004;2.2159576000000003;22603880;osm
landuse;grass;;48.83781005;2.2159027;22603881;osm
landuse;grass;;48.85685005;2.56535665;22974230;osm
landuse;grass;;48.8554919;2.5627396;22974241;osm
landuse;grass;;48.839331;2.5853978;23792253;osm
landuse;grass;;48.8361412;2.54455065;23793191;osm
landuse;grass;;49.002776850000004;1.71043875;23862209;osm
landuse;grass;Plaine Saint-Antoine;48.81437125;2.1155077;23902606;osm
landuse;grass;;48.8604004;2.31682225;24475592;osm
landuse;grass;;48.8137028;2.10882215;24564597;osm
landuse;grass;;48.83739274999999;2.6524478499999997;25093950;osm
landuse;grass;Place du Docteur Pujol;48.5263515;2.3828501500000003;25757150;osm
landuse;grass;;48.82220485;2.63204095;26454672;osm
landuse;grass;Square du 19 Mars 1962;48.6574697;2.3816230000000003;26543217;osm
landuse;grass;;48.83297055;2.5372498500000003;26659165;osm
landuse;grass;;48.83397215;2.54005965;26659228;osm
landuse;grass;;48.82440525;2.6261873;26974328;osm
landuse;grass;;48.72743225;2.1476065;26975526;osm
landuse;grass;;48.727077449999996;2.1475784;26975527;osm
landuse;grass;;48.7269008;2.1492901499999997;26975629;osm
landuse;grass;;48.72720745;2.14954845;26975630;osm
landuse;grass;;48.72753895;2.14932715;26975737;osm
landuse;grass;;48.727158349999996;2.1510820500000003;27108451;osm
landuse;grass;;48.727418;2.1542661499999998;27108850;osm
landuse;grass;;48.7257698;2.15235445;27108964;osm
landuse;grass;Carrefour de la Vache-Noire;48.80980995;2.3266455500000003;27176549;osm
landuse;grass;;48.8087725;2.4288203;27429845;osm
landuse;grass;;48.8210537;2.62678015;27673140;osm
landuse;grass;;48.82105375;2.62338555;27673161;osm
landuse;grass;;48.8215595;2.62797745;27673177;osm
landuse;grass;;49.04548045;2.01626245;27774781;osm
landuse;grass;Verger des Impressionistes;49.04474435;2.0348706500000002;27789916;osm
landuse;grass;;48.6532105;2.31413575;27809722;osm
landuse;grass;;48.92993365;2.3317377500000003;28070419;osm
landuse;grass;;48.7997745;2.4715751;28391829;osm
landuse;grass;Île Astronomique;49.035861100000005;2.0451326;28497427;osm
landuse;grass;Tapis Vert;48.79200195;2.2361166;28645364;osm
landuse;grass;Bosquet du Théâtre d'Eau;48.8080016;2.1189499;28702733;osm
landuse;grass;L'Étoile;48.8086376;2.1164325;28703015;osm
landuse;grass;Jardin de Valois;48.837958;2.20963865;29557100;osm
landuse;grass;;48.68558545;2.3592857499999997;30690880;osm
landuse;grass;;48.85346055;2.3477572;30836227;osm
landuse;grass;;48.853376149999995;2.34802815;30836228;osm
landuse;grass;;48.8533119;2.3482968;30836229;osm
landuse;grass;;48.69347495;2.3560724;30841622;osm
landuse;grass;;48.690233899999996;2.35727075;30841831;osm
landuse;grass;;48.7015253;2.3522773;31047250;osm
landuse;grass;;48.68782805;2.3312985;31051359;osm
landuse;grass;;48.68668745;2.3303159;31051362;osm
landuse;grass;;49.0383264;2.4675202;31057090;osm
landuse;grass;;48.78537775;2.1145977499999997;31554932;osm
landuse;grass;;48.7854817;2.1135963;31554933;osm
landuse;grass;;48.78479085;2.11343255;31554935;osm
landuse;grass;;48.784687299999995;2.11444415;31554937;osm
landuse;grass;;48.786094250000005;2.11476935;31554939;osm
landuse;grass;;48.78619625;2.1137586500000003;31554941;osm
landuse;grass;;48.7868736;2.11391825;31554942;osm
landuse;grass;;48.786769050000004;2.11492215;31554943;osm
landuse;grass;;48.78650325;2.11434675;31555082;osm
landuse;grass;;48.78507675;2.11401475;31555083;osm
landuse;grass;;48.78578635;2.1141815;31555084;osm
landuse;grass;;48.76463755;2.1366977;31764347;osm
landuse;grass;;48.769712999999996;2.16146285;31830369;osm
landuse;grass;;48.60727895;2.50512885;32147812;osm
landuse;grass;Le Mail;48.62518729999999;2.4980496;32399665;osm
landuse;grass;La Coulée Verte;48.62423245;2.4967902;32431137;osm
landuse;grass;La Coulée Verte;48.62580545;2.4985638999999997;32689827;osm
landuse;grass;La Coulée Verte;48.627178;2.50062585;32689978;osm
landuse;grass;Place Marguerite Yourcenar;48.6138481;2.5053304;32690736;osm
landuse;grass;Esplanade du 14 Juillet;48.99229805;2.2239729;32732417;osm
landuse;grass;;48.6222169;2.5011801499999997;32811660;osm
landuse;grass;Terrain de l'Epine Guyon;48.99142195;2.2237866;32827326;osm
landuse;grass;Place du Colombier;48.567531;2.78036495;32920954;osm
landuse;grass;;48.69739425;2.2769057000000004;33069467;osm
landuse;grass;;48.69702245;2.2807144;33069468;osm
landuse;grass;Square de l'Europe;48.992567550000004;2.2221097;33630515;osm
landuse;grass;;48.59060315000001;2.2206471;33681951;osm
landuse;grass;;49.0351251;2.09657925;35108035;osm
landuse;grass;;48.84334945;2.4388612;36910910;osm
landuse;grass;;48.82613625;2.3301888;37642475;osm
landuse;grass;;48.7028096;2.0467256;37840592;osm
landuse;grass;;48.703703350000005;2.0468007999999998;37840595;osm
landuse;grass;Étang Sec;48.85716225;2.1159939;38074747;osm
landuse;grass;;48.98367145;2.0846673;38159042;osm
landuse;grass;;48.979772249999996;2.0806665;38160064;osm
landuse;grass;;48.419595;2.6611242;38232047;osm
landuse;grass;;48.41835945;2.69436975;38232067;osm
landuse;grass;;48.4586767;2.70145605;38232160;osm
landuse;grass;;48.827436;2.2573814;38280035;osm
landuse;grass;;48.4818464;2.7186805;38902194;osm
landuse;grass;;48.9707564;2.0717753500000002;39338198;osm
landuse;grass;;48.9586852;2.0653308;39480439;osm
landuse;grass;;48.964348150000006;2.06389295;39624705;osm
landuse;grass;;48.96641439999999;2.07194365;39627931;osm
landuse;grass;Piscine Municipale des Lacs;48.668095300000004;2.38302765;39675783;osm
landuse;grass;;48.663485699999995;2.38568385;39676309;osm
landuse;grass;;48.6609952;2.3744831499999997;39683430;osm
landuse;grass;;49.006565300000005;2.03948305;39810212;osm
landuse;grass;Plaine des Bourseaux;49.0120117;2.039716;39810290;osm
landuse;grass;;49.00704225;2.0376192;39810338;osm
landuse;grass;;49.011926800000005;2.03182625;39823925;osm
